topic,subtopic,difficulty,score,total_questions,percentage,time_taken,attempt_number,timestamp,user_id,score_ratio,is_improving,avg_previous_score,readiness
Python,Lists,advanced,5,5,100.0,655,20,2026-01-05 22:12:43.508093,user_0386,1.0,False,100.0,Excellent
OS,Processes,intermediate,5,5,100.0,548,12,2025-12-02 22:12:43.512080,user_0422,1.0,False,95.75,Excellent
OS,Memory Management,intermediate,2,5,59.2,702,9,2025-12-01 22:12:43.488111,user_0236,0.4,True,37.8,Good
Data Structures,Linked List,advanced,4,5,97.2,570,23,2025-12-26 22:12:43.460220,user_0034,0.8,False,56.26666666666667,Excellent
Data Structures,Trees,beginner,1,5,39.1,782,4,2025-12-07 22:12:43.470191,user_0106,0.2,True,,Average
Python,Lists,advanced,5,5,100.0,631,20,2025-12-29 22:12:43.516071,user_0449,1.0,False,100.0,Excellent
OS,Threads,advanced,5,5,100.0,524,19,2025-12-31 22:12:43.478138,user_0154,1.0,False,100.0,Excellent
DBMS,SQL,intermediate,3,5,60.0,746,12,2025-11-12 22:12:43.482143,user_0191,0.6,False,61.8,Excellent
Python,File Handling,advanced,5,5,100.0,627,29,2026-01-26 22:12:43.509087,user_0395,1.0,False,96.45,Excellent
C,Arrays,beginner,5,5,100.0,585,4,2025-10-24 22:12:43.520058,user_0480,1.0,False,,Excellent
OS,Processes,advanced,5,5,100.0,597,34,2026-02-03 22:12:43.487148,user_0228,1.0,False,66.3,Excellent
Java,Inheritance,beginner,5,5,100.0,664,4,2025-11-17 22:12:43.489109,user_0240,1.0,True,,Excellent
DBMS,SQL,beginner,2,5,51.5,671,1,2025-11-18 22:12:43.506095,user_0377,0.4,False,,Average
DBMS,Transactions,advanced,2,5,59.0,820,19,2025-12-26 22:12:43.487148,user_0226,0.4,False,47.36666666666667,Good
DBMS,Transactions,advanced,5,5,100.0,639,18,2026-01-03 22:12:43.518063,user_0469,1.0,True,84.3,Good
Data Structures,Queues,intermediate,2,5,44.1,796,7,2025-12-03 22:12:43.507093,user_0378,0.4,True,,Average
OS,Threads,advanced,5,5,100.0,732,13,2025-12-09 22:12:43.502108,user_0342,1.0,True,86.4,Excellent
OS,Memory Management,advanced,3,5,72.1,616,20,2025-12-22 22:12:43.470191,user_0107,0.6,True,46.9,Average
C,Loops,advanced,5,5,100.0,702,21,2025-12-26 22:12:43.513078,user_0432,1.0,False,100.0,Excellent
OS,Memory Management,advanced,5,5,100.0,559,30,2026-02-02 22:12:43.458228,user_0022,1.0,False,94.48571428571428,Excellent
Python,Lists,advanced,5,5,100.0,567,30,2026-01-04 22:12:43.472199,user_0124,1.0,False,90.84,Excellent
C,Arrays,beginner,2,5,45.6,827,1,2025-10-10 22:12:43.478138,user_0152,0.4,False,,Excellent
Data Structures,Linked List,beginner,3,5,77.0,810,4,2025-11-22 22:12:43.483156,user_0192,0.6,True,52.4,Excellent
Java,Exceptions,intermediate,5,5,100.0,553,8,2025-11-22 22:12:43.462213,user_0049,1.0,False,91.55,Excellent
OS,Processes,intermediate,4,5,95.2,645,12,2026-01-04 22:12:43.503106,user_0348,0.8,True,72.9,Good
Java,OOPs,beginner,5,5,100.0,602,5,2025-11-16 22:12:43.489109,user_0241,1.0,True,88.8,Excellent
OS,Memory Management,advanced,5,5,100.0,702,29,2026-01-19 22:12:43.491135,user_0258,1.0,False,74.9,Excellent
Java,Inheritance,beginner,3,5,69.0,685,3,2025-10-29 22:12:43.457229,user_0012,0.6,True,,Excellent
Java,OOPs,advanced,5,5,100.0,636,32,2026-01-07 22:12:43.464208,user_0067,1.0,False,66.03333333333333,Good
DBMS,SQL,advanced,5,5,100.0,647,15,2025-12-18 22:12:43.502108,user_0344,1.0,False,100.0,Excellent
Data Structures,Queues,advanced,5,5,100.0,612,14,2025-12-06 22:12:43.488111,user_0233,1.0,True,100.0,Excellent
DBMS,Transactions,beginner,4,5,86.7,601,4,2025-10-21 22:12:43.467199,user_0082,0.8,True,71.4,Excellent
OS,Threads,advanced,5,5,100.0,524,24,2025-12-31 22:12:43.514074,user_0436,1.0,False,73.875,Excellent
OS,Memory Management,intermediate,3,5,70.8,648,8,2025-12-27 22:12:43.481266,user_0180,0.6,False,77.8,Good
OS,Threads,advanced,5,5,100.0,641,20,2025-12-08 22:12:43.479135,user_0165,1.0,False,,Excellent
OS,Processes,intermediate,3,5,73.6,746,9,2025-11-26 22:12:43.491135,user_0257,0.6,False,35.3,Excellent
Java,OOPs,advanced,5,5,100.0,731,20,2025-12-08 22:12:43.477145,user_0145,1.0,False,97.83333333333333,Excellent
Data Structures,Stacks,advanced,5,5,100.0,747,29,2026-01-15 22:12:43.461216,user_0038,1.0,False,100.0,Excellent
DBMS,SQL,advanced,5,5,100.0,639,19,2025-12-29 22:12:43.508093,user_0391,1.0,False,100.0,Excellent
Python,Dictionaries,beginner,4,5,84.1,562,3,2025-10-17 22:12:43.512080,user_0417,0.8,True,,Excellent
Python,Dictionaries,advanced,5,5,100.0,729,25,2025-12-23 22:12:43.467199,user_0086,1.0,False,98.63333333333333,Excellent
C,Loops,beginner,5,5,100.0,700,2,2025-10-17 22:12:43.518063,user_0468,1.0,False,,Excellent
C,Pointers,advanced,4,5,90.0,578,18,2025-12-31 22:12:43.476177,user_0139,0.8,False,67.96666666666667,Good
OS,Memory Management,beginner,2,5,49.1,687,4,2025-11-10 22:12:43.521058,user_0489,0.4,True,32.9,Good
OS,Threads,intermediate,5,5,100.0,700,7,2025-11-21 22:12:43.502108,user_0345,1.0,True,94.1,Excellent
OS,Memory Management,advanced,4,5,95.6,711,14,2026-01-18 22:12:43.520058,user_0482,0.8,True,83.5,Good
C,Functions,beginner,1,5,26.3,864,2,2025-12-09 22:12:43.503106,user_0353,0.2,False,,Needs Improvement
C,Arrays,intermediate,3,5,60.8,727,7,2025-11-20 22:12:43.504101,user_0363,0.6,False,59.4,Excellent
DBMS,Transactions,intermediate,4,5,85.7,656,12,2025-12-01 22:12:43.482143,user_0186,0.8,False,65.03333333333335,Excellent
C,Arrays,advanced,2,5,54.1,661,15,2025-12-07 22:12:43.478138,user_0156,0.4,False,63.666666666666664,Good
DBMS,Normalization,advanced,5,5,100.0,566,15,2026-01-09 22:12:43.482143,user_0183,1.0,False,99.275,Excellent
Java,OOPs,advanced,4,5,94.3,753,16,2026-01-05 22:12:43.499115,user_0321,0.8,True,90.89999999999999,Excellent
OS,Threads,intermediate,2,5,58.8,718,11,2025-12-31 22:12:43.456194,user_0003,0.4,True,47.2,Average
OS,Processes,advanced,5,5,100.0,527,31,2026-01-17 22:12:43.466203,user_0078,1.0,False,67.4,Excellent
OS,Memory Management,advanced,4,5,94.6,707,17,2026-01-15 22:12:43.458228,user_0017,0.8,False,86.1,Excellent
Java,Inheritance,intermediate,4,5,96.6,697,12,2025-11-06 22:12:43.462213,user_0052,0.8,True,65.05,Good
OS,Memory Management,beginner,3,5,72.6,784,4,2025-10-21 22:12:43.512080,user_0417,0.6,False,54.4,Excellent
Python,Dictionaries,beginner,2,5,59.1,818,5,2025-11-19 22:12:43.494115,user_0283,0.4,False,52.8,Excellent
Data Structures,Stacks,advanced,5,5,100.0,620,20,2025-12-14 22:12:43.501109,user_0337,1.0,False,98.7875,Excellent
Java,OOPs,beginner,1,5,39.0,809,1,2025-10-19 22:12:43.510086,user_0401,0.2,False,,Excellent
Python,Dictionaries,intermediate,5,5,100.0,542,9,2025-11-09 22:12:43.467199,user_0084,1.0,True,91.3,Excellent
C,Arrays,advanced,5,5,100.0,712,28,2026-01-12 22:12:43.471157,user_0112,1.0,False,85.03333333333333,Excellent
DBMS,Transactions,advanced,4,5,82.1,617,21,2025-12-24 22:12:43.460220,user_0034,0.8,True,63.86666666666667,Excellent
OS,Processes,beginner,4,5,92.8,762,4,2025-10-24 22:12:43.461216,user_0038,0.8,True,57.0,Excellent
Python,File Handling,advanced,5,5,100.0,690,21,2026-01-23 22:12:43.493131,user_0268,1.0,False,100.0,Excellent
DBMS,SQL,advanced,2,5,59.8,841,13,2025-12-25 22:12:43.519063,user_0473,0.4,False,48.3,Good
Java,Inheritance,advanced,3,5,63.6,671,19,2025-12-28 22:12:43.506095,user_0377,0.6,True,49.0,Average
Java,OOPs,advanced,3,5,68.5,615,13,2025-11-26 22:12:43.514074,user_0433,0.6,True,67.55000000000001,Excellent
Python,Lists,advanced,5,5,100.0,635,22,2026-01-04 22:12:43.513078,user_0429,1.0,False,95.18333333333334,Excellent
Java,Exceptions,advanced,5,5,100.0,653,16,2025-12-05 22:12:43.471157,user_0112,1.0,False,50.5,Excellent
DBMS,Normalization,intermediate,1,5,38.5,757,7,2025-12-22 22:12:43.501109,user_0331,0.2,False,28.8,Needs Improvement
C,Pointers,beginner,4,5,83.9,708,5,2025-11-05 22:12:43.472199,user_0123,0.8,True,,Excellent
Python,Lists,advanced,5,5,100.0,588,20,2025-12-20 22:12:43.487148,user_0228,1.0,True,,Excellent
Python,File Handling,advanced,5,5,100.0,682,23,2026-01-10 22:12:43.468198,user_0091,1.0,False,70.05000000000001,Excellent
C,Functions,intermediate,5,5,100.0,719,7,2025-12-02 22:12:43.504101,user_0360,1.0,True,59.3,Excellent
OS,Processes,advanced,2,5,40.2,900,14,2025-12-06 22:12:43.501109,user_0334,0.4,True,49.7,Average
Java,OOPs,advanced,3,5,69.7,810,22,2025-12-23 22:12:43.507093,user_0379,0.6,True,49.225,Average
Python,File Handling,intermediate,5,5,100.0,705,7,2025-12-19 22:12:43.508093,user_0389,1.0,False,,Excellent
Python,File Handling,advanced,5,5,100.0,702,24,2026-01-05 22:12:43.509087,user_0393,1.0,False,90.33333333333333,Excellent
Data Structures,Trees,intermediate,5,5,100.0,697,12,2026-01-05 22:12:43.500113,user_0328,1.0,True,,Good
Java,OOPs,advanced,4,5,98.6,518,15,2025-12-22 22:12:43.459221,user_0024,0.8,True,56.2,Good
C,Loops,beginner,1,5,32.4,840,1,2025-11-03 22:12:43.501109,user_0334,0.2,False,,Average
Java,Inheritance,advanced,5,5,100.0,591,20,2025-12-03 22:12:43.482143,user_0191,1.0,False,89.45,Excellent
OS,Memory Management,beginner,1,5,38.8,822,5,2025-12-21 22:12:43.483156,user_0196,0.2,False,,Good
C,Functions,intermediate,5,5,100.0,687,12,2025-12-22 22:12:43.479135,user_0163,1.0,True,89.2,Excellent
C,Pointers,advanced,5,5,100.0,536,24,2025-12-19 22:12:43.496122,user_0293,1.0,False,75.76,Excellent
OS,Memory Management,intermediate,5,5,100.0,534,11,2025-11-11 22:12:43.500113,user_0323,1.0,False,100.0,Excellent
Data Structures,Trees,beginner,5,5,100.0,572,3,2025-10-20 22:12:43.482143,user_0184,1.0,True,100.0,Excellent
Java,Inheritance,intermediate,3,5,71.3,595,6,2025-12-18 22:12:43.464208,user_0063,0.6,True,,Good
Data Structures,Stacks,advanced,4,5,88.3,688,13,2025-12-03 22:12:43.519063,user_0479,0.8,False,,Excellent
Data Structures,Stacks,advanced,4,5,90.7,709,17,2025-12-20 22:12:43.462213,user_0049,0.8,False,,Excellent
OS,Processes,beginner,4,5,82.8,574,5,2025-11-13 22:12:43.456194,user_0005,0.8,True,,Excellent
OS,Processes,intermediate,5,5,100.0,524,9,2025-10-30 22:12:43.509087,user_0399,1.0,True,72.9,Excellent
OS,Threads,beginner,5,5,100.0,565,5,2025-11-25 22:12:43.504101,user_0360,1.0,False,100.0,Excellent
C,Arrays,advanced,5,5,100.0,523,27,2025-12-25 22:12:43.464208,user_0067,1.0,False,64.01666666666667,Good
DBMS,Transactions,advanced,5,5,100.0,531,30,2026-01-20 22:12:43.479135,user_0160,1.0,False,98.75,Excellent
Python,File Handling,advanced,5,5,100.0,582,25,2026-01-15 22:12:43.494115,user_0283,1.0,False,72.33333333333333,Excellent
Data Structures,Trees,advanced,4,5,81.9,774,13,2025-11-21 22:12:43.517066,user_0457,0.8,False,,Excellent
OS,Processes,beginner,4,5,81.7,747,3,2025-11-15 22:12:43.479135,user_0163,0.8,False,,Excellent
Data Structures,Queues,intermediate,5,5,100.0,557,11,2025-12-19 22:12:43.493131,user_0271,1.0,False,96.1,Excellent
Python,File Handling,intermediate,5,5,100.0,539,10,2025-12-10 22:12:43.500113,user_0325,1.0,False,100.0,Excellent
OS,Processes,advanced,5,5,100.0,700,28,2026-01-09 22:12:43.468198,user_0093,1.0,False,92.35,Good
OS,Memory Management,intermediate,3,5,78.9,723,11,2025-11-27 22:12:43.517066,user_0461,0.6,False,,Excellent
Data Structures,Queues,advanced,5,5,100.0,693,24,2025-12-29 22:12:43.505100,user_0368,1.0,False,100.0,Excellent
Java,Inheritance,advanced,5,5,100.0,731,22,2025-12-28 22:12:43.518063,user_0467,1.0,False,96.575,Excellent
Java,OOPs,beginner,3,5,71.9,805,3,2025-11-23 22:12:43.520058,user_0486,0.6,False,76.1,Excellent
Data Structures,Trees,intermediate,2,5,57.4,824,9,2025-12-22 22:12:43.513078,user_0426,0.4,True,48.3,Needs Improvement
OS,Processes,advanced,5,5,100.0,655,15,2025-12-13 22:12:43.503106,user_0351,1.0,False,82.73333333333333,Excellent
C,Arrays,intermediate,5,5,100.0,536,9,2025-12-01 22:12:43.512080,user_0420,1.0,False,54.5,Excellent
DBMS,Normalization,advanced,5,5,100.0,641,19,2025-11-28 22:12:43.462213,user_0045,1.0,False,92.1,Excellent
C,Pointers,intermediate,4,5,85.0,740,10,2025-12-25 22:12:43.503106,user_0350,0.8,True,,Excellent
C,Functions,advanced,5,5,100.0,569,26,2025-12-11 22:12:43.521058,user_0490,1.0,False,75.63333333333333,Excellent
C,Loops,intermediate,3,5,73.7,675,11,2025-11-29 22:12:43.521058,user_0489,0.6,True,56.900000000000006,Good
C,Arrays,advanced,5,5,100.0,722,28,2026-01-17 22:12:43.520058,user_0484,1.0,False,100.0,Excellent
Data Structures,Queues,advanced,4,5,84.8,608,21,2025-12-22 22:12:43.466203,user_0078,0.8,True,55.442857142857136,Excellent
C,Loops,advanced,2,5,54.9,858,14,2025-12-07 22:12:43.484122,user_0207,0.4,False,47.349999999999994,Good
Python,Dictionaries,advanced,5,5,100.0,738,22,2026-01-04 22:12:43.521058,user_0493,1.0,False,100.0,Excellent
OS,Threads,advanced,5,5,100.0,602,15,2025-12-31 22:12:43.479135,user_0163,1.0,True,93.94,Excellent
Data Structures,Linked List,advanced,5,5,100.0,541,25,2026-01-06 22:12:43.519063,user_0476,1.0,False,100.0,Excellent
DBMS,Transactions,intermediate,5,5,100.0,706,7,2025-12-18 22:12:43.509087,user_0394,1.0,True,,Excellent
Java,Inheritance,intermediate,5,5,100.0,649,11,2025-11-28 22:12:43.509087,user_0395,1.0,False,,Excellent
OS,Processes,intermediate,3,5,67.7,625,7,2025-11-19 22:12:43.509087,user_0397,0.6,True,,Excellent
OS,Memory Management,advanced,5,5,100.0,526,17,2025-12-03 22:12:43.460220,user_0035,1.0,True,77.15,Good
OS,Memory Management,advanced,3,5,77.8,617,13,2025-12-31 22:12:43.462213,user_0051,0.6,True,83.2,Average
OS,Threads,advanced,5,5,100.0,745,14,2025-11-24 22:12:43.461216,user_0042,1.0,False,100.0,Excellent
Data Structures,Trees,beginner,4,5,81.0,694,5,2025-12-05 22:12:43.471157,user_0117,0.8,True,65.4,Excellent
Python,File Handling,beginner,4,5,92.5,673,4,2025-11-05 22:12:43.512080,user_0422,0.8,True,70.9,Excellent
DBMS,SQL,advanced,5,5,100.0,750,16,2025-12-20 22:12:43.491135,user_0257,1.0,False,66.825,Excellent
C,Pointers,advanced,5,5,100.0,548,15,2025-12-07 22:12:43.519063,user_0475,1.0,True,84.89999999999999,Excellent
Data Structures,Stacks,advanced,5,5,100.0,721,21,2025-12-31 22:12:43.462213,user_0049,1.0,False,90.7,Excellent
OS,Threads,beginner,4,5,90.6,647,5,2025-11-02 22:12:43.486148,user_0222,0.8,False,96.3,Excellent
Data Structures,Stacks,intermediate,1,5,36.4,853,11,2025-12-07 22:12:43.493131,user_0269,0.2,False,37.05,Average
Java,OOPs,intermediate,4,5,95.9,653,9,2025-11-05 22:12:43.499115,user_0318,0.8,True,85.3,Excellent
Python,Lists,intermediate,4,5,98.0,516,10,2025-12-04 22:12:43.510086,user_0404,0.8,False,84.65,Excellent
DBMS,SQL,advanced,1,5,27.8,723,17,2025-12-14 22:12:43.470191,user_0107,0.2,False,34.971428571428575,Average
OS,Processes,advanced,3,5,68.4,641,13,2025-12-17 22:12:43.492134,user_0262,0.6,False,62.133333333333326,Good
Python,Dictionaries,advanced,4,5,94.6,690,26,2026-01-09 22:12:43.463213,user_0054,0.8,False,70.6,Excellent
Python,Dictionaries,beginner,5,5,100.0,556,4,2025-11-12 22:12:43.491135,user_0256,1.0,False,,Excellent
Data Structures,Queues,beginner,2,5,43.4,678,2,2025-11-20 22:12:43.473249,user_0128,0.4,False,,Good
Python,File Handling,intermediate,3,5,76.7,703,10,2026-01-09 22:12:43.497122,user_0302,0.6,True,52.6,Good
C,Pointers,intermediate,4,5,92.9,697,7,2025-10-31 22:12:43.456194,user_0007,0.8,True,,Excellent
OS,Processes,advanced,5,5,100.0,701,21,2025-12-15 22:12:43.471157,user_0113,1.0,False,75.96666666666667,Excellent
Java,Exceptions,intermediate,5,5,100.0,628,12,2025-12-16 22:12:43.480133,user_0172,1.0,True,,Excellent
DBMS,Normalization,advanced,5,5,100.0,681,16,2025-12-19 22:12:43.504101,user_0363,1.0,False,96.89999999999999,Excellent
OS,Processes,advanced,5,5,100.0,541,20,2025-12-07 22:12:43.500113,user_0329,1.0,False,100.0,Excellent
Python,File Handling,intermediate,5,5,100.0,570,9,2025-12-21 22:12:43.475146,user_0137,1.0,True,100.0,Excellent
Python,Dictionaries,advanced,3,5,72.9,638,18,2026-01-06 22:12:43.520058,user_0485,0.6,True,54.325,Good
DBMS,Transactions,advanced,5,5,100.0,744,20,2025-12-22 22:12:43.517066,user_0464,1.0,False,75.73333333333333,Excellent
Data Structures,Stacks,advanced,3,5,78.3,665,21,2025-12-18 22:12:43.491135,user_0251,0.6,False,78.35,Average
C,Loops,beginner,1,5,33.7,883,4,2025-10-25 22:12:43.497122,user_0307,0.2,True,,Average
OS,Memory Management,advanced,5,5,100.0,649,21,2025-12-14 22:12:43.481266,user_0176,1.0,True,90.56666666666666,Excellent
Java,OOPs,advanced,5,5,100.0,569,24,2025-12-25 22:12:43.507093,user_0382,1.0,False,85.4,Excellent
OS,Processes,intermediate,4,5,83.8,746,10,2025-12-24 22:12:43.491135,user_0255,0.8,True,,Average
DBMS,Normalization,beginner,2,5,54.8,643,1,2025-11-09 22:12:43.510086,user_0404,0.4,False,,Excellent
Python,Lists,intermediate,5,5,100.0,548,9,2025-11-20 22:12:43.470191,user_0102,1.0,False,100.0,Excellent
Python,Lists,intermediate,5,5,100.0,603,8,2025-11-24 22:12:43.498117,user_0310,1.0,False,,Excellent
C,Arrays,advanced,5,5,100.0,510,18,2026-01-08 22:12:43.511084,user_0414,1.0,False,91.7,Excellent
Java,Exceptions,advanced,5,5,100.0,673,27,2025-12-24 22:12:43.479135,user_0165,1.0,False,86.05,Excellent
Python,Lists,beginner,4,5,82.3,614,5,2025-10-29 22:12:43.466203,user_0078,0.8,True,,Excellent
Data Structures,Queues,intermediate,3,5,73.0,610,7,2025-11-10 22:12:43.483156,user_0193,0.6,False,,Excellent
C,Loops,advanced,5,5,100.0,553,15,2026-01-13 22:12:43.482143,user_0188,1.0,False,89.3,Excellent
DBMS,Normalization,intermediate,5,5,100.0,693,8,2025-12-06 22:12:43.489109,user_0238,1.0,False,85.65,Excellent
Python,Lists,advanced,4,5,85.8,745,15,2025-12-10 22:12:43.487148,user_0226,0.8,True,58.5,Good
DBMS,SQL,intermediate,5,5,100.0,639,12,2025-12-06 22:12:43.498117,user_0312,1.0,False,85.8,Excellent
DBMS,SQL,beginner,5,5,100.0,581,5,2025-10-31 22:12:43.487148,user_0228,1.0,True,66.5,Excellent
C,Pointers,advanced,4,5,98.6,736,15,2025-12-11 22:12:43.512080,user_0422,0.8,False,76.9,Excellent
OS,Processes,advanced,5,5,100.0,704,21,2025-12-14 22:12:43.490137,user_0247,1.0,True,81.5,Good
Java,OOPs,beginner,1,5,36.3,849,1,2025-11-18 22:12:43.519063,user_0473,0.2,False,,Good
OS,Processes,beginner,3,5,68.0,658,5,2025-11-24 22:12:43.489109,user_0242,0.6,True,53.25,Excellent
Data Structures,Linked List,advanced,5,5,100.0,607,25,2026-01-12 22:12:43.506095,user_0376,1.0,False,96.18333333333334,Excellent
Data Structures,Linked List,advanced,5,5,100.0,659,21,2026-01-23 22:12:43.522021,user_0498,1.0,True,76.66,Excellent
Java,Inheritance,intermediate,4,5,98.0,707,9,2025-12-09 22:12:43.504101,user_0354,0.8,True,73.39999999999999,Excellent
OS,Processes,advanced,5,5,100.0,609,15,2026-01-13 22:12:43.462213,user_0048,1.0,False,100.0,Excellent
Java,Exceptions,advanced,5,5,100.0,682,27,2026-01-02 22:12:43.472199,user_0121,1.0,False,98.93333333333334,Excellent
Python,Lists,advanced,5,5,100.0,581,25,2026-01-02 22:12:43.483156,user_0195,1.0,True,83.1,Good
DBMS,SQL,beginner,2,5,49.1,757,3,2025-11-23 22:12:43.473249,user_0128,0.4,True,,Good
C,Pointers,advanced,5,5,100.0,568,20,2026-01-02 22:12:43.502108,user_0342,1.0,False,81.03333333333335,Excellent
DBMS,Normalization,beginner,5,5,100.0,516,5,2025-12-17 22:12:43.499115,user_0319,1.0,False,100.0,Excellent
Data Structures,Queues,advanced,5,5,100.0,540,29,2026-01-08 22:12:43.501109,user_0333,1.0,True,70.55000000000001,Excellent
Java,Inheritance,intermediate,4,5,93.1,560,10,2025-12-02 22:12:43.508093,user_0386,0.8,False,86.3,Excellent
C,Loops,advanced,5,5,100.0,533,23,2026-01-11 22:12:43.508093,user_0392,1.0,False,82.25,Excellent
OS,Memory Management,advanced,3,5,71.1,772,13,2025-12-31 22:12:43.495127,user_0290,0.6,True,,Good
Java,OOPs,beginner,3,5,76.8,656,2,2025-11-03 22:12:43.516071,user_0449,0.6,False,,Excellent
Data Structures,Trees,advanced,5,5,100.0,565,16,2025-12-26 22:12:43.473249,user_0125,1.0,False,,Excellent
OS,Threads,advanced,5,5,100.0,574,18,2026-01-10 22:12:43.516071,user_0450,1.0,False,100.0,Excellent
DBMS,Transactions,beginner,3,5,67.3,703,2,2025-12-09 22:12:43.497122,user_0302,0.6,False,74.0,Good
Python,Lists,advanced,4,5,91.4,558,19,2025-12-22 22:12:43.495127,user_0288,0.8,True,68.7,Good
DBMS,Transactions,advanced,5,5,100.0,521,17,2025-11-29 22:12:43.496122,user_0293,1.0,True,86.05,Excellent
Data Structures,Trees,advanced,5,5,100.0,514,23,2025-12-23 22:12:43.514074,user_0435,1.0,False,98.38,Excellent
Data Structures,Trees,intermediate,3,5,72.2,690,11,2025-11-26 22:12:43.472199,user_0122,0.6,False,65.5,Excellent
C,Loops,beginner,1,5,25.0,744,3,2025-11-14 22:12:43.464208,user_0062,0.2,False,,Good
DBMS,Transactions,beginner,3,5,77.1,728,4,2025-10-28 22:12:43.510086,user_0401,0.6,True,,Excellent
Python,Dictionaries,intermediate,5,5,100.0,695,8,2025-12-17 22:12:43.461216,user_0040,1.0,True,99.7,Excellent
Python,File Handling,advanced,5,5,100.0,666,25,2025-12-31 22:12:43.478138,user_0156,1.0,True,80.60000000000001,Good
DBMS,Normalization,advanced,3,5,80.0,723,20,2026-01-14 22:12:43.499115,user_0321,0.6,False,69.53333333333333,Excellent
C,Loops,intermediate,5,5,100.0,705,9,2025-11-21 22:12:43.472199,user_0123,1.0,False,85.45,Excellent
Data Structures,Trees,beginner,3,5,76.3,714,5,2025-12-16 22:12:43.501109,user_0336,0.6,False,75.86666666666666,Excellent
OS,Memory Management,intermediate,2,5,58.6,761,9,2025-12-02 22:12:43.457229,user_0010,0.4,False,,Excellent
C,Arrays,advanced,5,5,100.0,701,13,2026-01-04 22:12:43.466203,user_0081,1.0,True,61.55,Good
Data Structures,Trees,beginner,5,5,100.0,718,1,2025-10-16 22:12:43.482143,user_0184,1.0,False,,Excellent
Data Structures,Stacks,beginner,4,5,91.9,756,5,2025-12-02 22:12:43.504101,user_0354,0.8,False,,Excellent
